OBJECTID,plotname,Shape_Length,Shape_Area,Longdd,Latdd
86,FWS 51_6_14_na,58984.900150129906000,11671275.817707142000000,-84.930725089218285,49.833330158549380
87,FWS 51_6_15_na,58981.879904117915000,11670671.387444967000000,-85.331765022437779,49.833330154451467
88,FWS 52_2_1_na,59439.331781094414000,11762161.632078189000000,-76.214689263681791,44.916749955860965
89,FWS 52_2_2_na,58626.099087075680000,11599515.388914615000000,-76.575549122320936,44.916755677855456
90,FWS 52_2_3_na,59170.584082973364000,11708412.341302080000000,-76.935569769110487,44.916761399904097
91,FWS 52_2_4_na,61298.167262540148000,12133929.588508844000000,-77.303935075503276,44.916761400098601
92,FWS 52_2_5_na,60753.980926232776000,12025093.135802357000000,-77.677245160355568,44.916761400049026
93,FWS 52_2_6_na,57839.743686760565000,11442241.709653324000000,-78.039754876144343,44.916761399199522
94,FWS 52_2_7_na,59955.107840980323000,11865317.471699992000000,-78.399769817874443,44.916761399524383
95,FWS 52_2_8_na,59969.155167051918000,11868126.841567677000000,-78.766434684054346,44.916761399797103
96,FWS 52_2_9_na,57825.695724492070000,11439433.229983773000000,-79.126449601156821,44.916761399438784
97,FWS 52_2_10_na,60768.333038128876000,12027961.864997547000000,-79.488960283089611,44.916761399488365
98,FWS 52_2_11_na,50532.154141719846000,9842050.327369408700000,-79.826682970728172,44.916757182183630
99,FWS 52_3_1_na,60920.444222507191000,12058384.312134197000000,-76.554700025978718,45.433351515089328
100,FWS 52_3_2_na,60413.719682690004000,11957039.233346038000000,-76.929719921714067,45.433351518621890
101,FWS 52_3_3_na,60665.419408351809000,12007378.788302360000000,-77.303935073640929,45.433355333353425
102,FWS 52_3_4_na,59334.696451752185000,11741234.542791072000000,-77.674744628385042,45.433359147888758
103,FWS 52_3_5_na,61205.678838880296000,12115426.867290460000000,-78.047259339137767,45.433359147874739
104,FWS 52_3_6_na,60918.927637605055000,12058080.702305283000000,-78.424774203691015,45.433359147570826
105,FWS 52_3_7_na,58827.971542871033000,11639888.589993605000000,-78.794784563036416,45.433359147563380
106,FWS 52_3_8_na,60920.431117222783000,12058380.204354821000000,-79.164799708478682,45.433364869841441
107,FWS 52_3_9_na,59352.214257393607000,11744737.083938083000000,-79.536469479491132,45.433364869692234
108,FWS 52_3_10_na,60665.418403453543000,12007377.725426208000000,-79.907334380518208,45.433355332353905
109,FWS 52_3_11_na,55982.613417751287000,11047648.728576584000000,-80.267168676233283,45.433376395911893
110,FWS 52_4_1_na,58654.966458206509000,11605289.631500525000000,-77.899754669033570,46.000059126485965
111,FWS 52_4_2_na,61287.045520794025000,12131705.530132895000000,-78.274769794067211,46.000059129986333
112,FWS 52_4_3_na,58654.970788032566000,11605288.569017259000000,-78.649785069259096,46.000055314921077
113,FWS 52_4_4_na,61285.263080337143000,12131347.821500480000000,-79.024794593901433,46.000051500455328
114,FWS 52_4_5_na,59971.910837609394000,11868676.860810041000000,-79.404009846130648,46.000051500347467
115,FWS 52_4_6_na,59970.118851708263000,11868320.116666507000000,-79.779025099853229,46.000051500362162
116,FWS 52_4_7_na,61269.731278410894000,12128236.126921685000000,-80.158184967743182,46.000051499938479
117,FWS 52_4_8_na,59970.122991590382000,11868316.641101509000000,-80.537344936766090,46.000045778450819
118,FWS 52_4_9_na,59971.623026799665000,11868620.210083455000000,-80.912359244119344,46.000040056250370
119,FWS 52_4_10_na,61269.745501581601000,12128244.088979021000000,-81.291523802802132,46.000040052871448
120,FWS 53_1_1_na,60310.003835129748000,11936294.596268406000000,-76.058030135516290,44.633356088958138
121,FWS 53_2_1_na,61296.658370494304000,12133627.845291058000000,-75.495458744268930,44.916746137790092
122,FWS 53_2_2_na,57298.930062210318000,11334078.293344725000000,-75.857974028539644,44.916746140261296
123,FWS 53_3_1_na,60979.664231127666000,12070228.283064073000000,-74.512139453313821,45.183349607678373
124,FWS 53_3_2_na,58307.837455933950000,11535863.718713198000000,-74.878809005507435,45.183355332857921
125,FWS 53_3_3_na,60971.764731131610000,12068650.952749843000000,-75.245453736993497,45.183351515035476
126,FWS 53_4_1_na,61982.249766176486000,12270744.540722212000000,-74.341269635708073,45.433345792808929
127,FWS 53_4_2_na,59350.417680613762000,11744377.328012604000000,-74.716284773755888,45.433351518284724
128,FWS 53_4_3_na,61459.201161241530000,12166134.223006791000000,-75.089649100996212,45.433351515057105
129,FWS 53_4_4_na,61997.649110915940000,12273825.187873987000000,-76.124689104847192,45.433351511392296
130,FWS 54_2_1_na,60580.468557992033000,11990388.981853189000000,-81.773234476987000,42.516746518007217
131,FWS 54_2_2_na,60026.099328316646000,11879512.915960666000000,-82.124895117162581,42.516746521038073
132,FWS 54_2_3_na,48473.593217046189000,9551866.683058317800000,-82.440248045001084,42.516779068614170
133,FWS 54_3_1_na,58335.680565846487000,11541431.986228690000000,-80.395690059429128,42.783349987967746
134,FWS 54_3_2_na,60275.075149148099000,11929309.690465298000000,-80.743194580928645,42.783349991582064
135,FWS 54_3_3_na,59441.589045564077000,11762611.532422652000000,-81.094009397194426,42.783346176641508
136,FWS 54_3_4_na,59458.161103400627000,11765928.255834172000000,-81.442379006396862,42.783342361923538
137,FWS 54_3_5_na,59724.206571680508000,11819137.643207436000000,-81.791594517677694,42.783342361868925
138,FWS 54_3_6_na,59733.771347044611000,11821048.019661807000000,-82.141634866442601,42.783336636449384
139,FWS 54_4_1_na,59967.261936081712000,11867747.663196994000000,-79.489804380270655,43.066759106936225
140,FWS 54_4_2_na,59403.888881288687000,11755068.655752910000000,-79.841519400678820,43.066755294348376
141,FWS 54_4_3_na,59402.305896999365000,11754750.504746877000000,-80.191534010126134,43.066751479825761
142,FWS 54_4_4_na,59400.721577764089000,11754439.060675664000000,-80.541539192437526,43.066751480376460
143,FWS 54_4_5_na,59405.791241001672000,11755452.848456604000000,-80.891554845920894,43.066751480691281
144,FWS 54_4_6_na,60780.964272287260000,12030488.253641693000000,-81.245724675105933,43.066751480989453
145,FWS 54_4_7_na,58571.825600805387000,11588662.074803865000000,-81.597384478670790,43.066745758495195
146,FWS 54_4_8_na,61621.616016722117000,12198619.912030397000000,-81.951574239937386,43.066736218787810
147,FWS 54_5_1_na,57348.367990517101000,11343967.689093744000000,-80.829929449597259,43.400049206872126
148,FWS 54_5_2_na,59025.607075566324000,11679416.359209180000000,-81.174869537212231,43.400049210014288
149,FWS 54_5_3_na,61788.274559527039000,12231950.742938347000000,-81.533260262807389,43.400045392603523
150,FWS 54_6_1_na,61463.931369311555000,12167081.774631279000000,-80.466500395450439,43.666746137366502
151,FWS 54_6_2_na,58718.597434555690000,11618014.780291997000000,-80.824859620676961,43.666742325654297
152,FWS 54_6_3_na,61463.935774545069000,12167083.233624782000000,-81.183218958807046,43.666742325925860
153,FWS 54_6_4_na,61460.822138467185000,12166459.777417896000000,-81.549929525265128,43.666730878481694
154,FWS 54_7_3_na,61129.833211856254000,12100262.863537135000000,-80.449849241886170,43.933351514798922
155,FWS 54_7_4_na,60605.282194405845000,11995350.760030225000000,-80.814864159890604,43.933351517895908
156,FWS 54_7_5_na,60311.546034163250000,11936603.218769265000000,-81.177373887154886,43.933351517557384
157,FWS 54_7_6_na,61157.571268968954000,12105810.274098268000000,-81.541574395789695,43.933341977474356
158,FWS 54_8_2_na,64824.973361857476000,12839289.587950490000000,-80.320690290046059,44.250051496915781
159,FWS 54_8_3_na,60214.598822227170000,11917216.075914819000000,-80.698204996196949,44.250051499820344
160,FWS 54_8_4_na,60766.172423470620000,12027530.896970317000000,-81.063214298428605,44.250051499912324
161,FWS 54_8_5_na,59945.323251462076000,11863361.351739928000000,-81.427393807171086,44.250041959495853
162,FWS 54_9_1_na,51323.647153565777000,9787591.030734159100000,-80.034958124316219,44.550117118051617
163,FWS 54_9_2_na,60940.312413574655000,12062357.204250518000000,-80.431545255213990,44.550050737014793
164,FWS 54_9_3_na,57714.187304155792000,11417132.731981920000000,-80.791555410352345,44.550045014554499
165,FWS 54_9_4_na,63620.974673124503000,12598489.718080144000000,-81.159874788913470,44.550039289917862
166,FWS 54_10_1_na,65461.077763369787000,12966510.823818408000000,-81.099889755721890,44.800035471445327
167,FWS 54_11_1_na,60608.799383594713000,11996055.753108215000000,-76.616349328149354,44.383359906974569
168,FWS 54_11_2_na,59797.857120917819000,11833866.081242478000000,-76.980564127992182,44.383356095690708
169,FWS 54_11_3_na,60333.758974201046000,11941046.533427211000000,-77.343929298702946,44.383356095138851
170,FWS 54_11_4_na,58974.253190802621000,11669139.502000568000000,-77.704750092986913,44.383359909489812
171,FWS 54_11_5_na,60605.407491381011000,11995371.286719792000000,-78.066410076463512,44.383359909780026
172,FWS 54_11_6_na,57905.852774075684000,11455466.282356814000000,-78.424769433739456,44.383359909595463
173,FWS 54_11_7_na,60608.802858219700000,11996054.906618044000000,-78.783139241480626,44.383359910011364
174,FWS 54_11_8_na,59522.807020988657000,11778854.513019556000000,-79.146504324674240,44.383359906689954
175,FWS 55_4_2_na,11552.983732440684000,2141302.314299478700000,-75.693450788225107,44.550135983266976
176,FWS 55_5_5_na,16518.158490339625000,3102956.777038384700000,-75.236541219749952,44.850155135638829
177,FWS 56_1_1_na,58119.184626120375000,11498132.159484223000000,-74.191264075803034,45.133340833322045
178,FWS 56_1_2_na,59694.065222686513000,11813108.923865110000000,-73.829594629676166,45.133340836934970
179,FWS 56_1_3_na,59710.178996190582000,11816330.061422298000000,-73.462934522877788,45.133340836816231
180,FWS 56_1_4_na,60507.044112975673000,11975705.161638627000000,-73.093724268295873,45.133340837311586
181,FWS 56_1_5_na,60492.750641527600000,11972845.605939964000000,-72.722059253268867,45.133340837606234
182,FWS 56_1_6_na,60234.324390010166000,11921160.421102051000000,-72.351249692987551,45.133340837543507
183,FWS 56_1_7_na,59710.168262975851000,11816329.266124282000000,-71.982895014709754,45.133346555960777
184,FWS 56_2_1_na,60377.342283013655000,11949763.663300371000000,-73.082919023395860,45.450040815611125
185,FWS 56_2_2_na,60120.891664439347000,11898472.971206313000000,-72.710409165134891,45.450040819116637
186,FWS 56_2_3_na,60122.402038533561000,11898775.304226771000000,-72.338704108319561,45.450040818987532
187,FWS 56_2_4_na,59316.211184121807000,11737538.462846864000000,-71.969539644141577,45.450040818852386
188,FWS 56_2_5_na,60390.024744993527000,11952297.461207014000000,-71.599530191727595,45.450040818588469
189,FWS 56_2_6_na,60105.181236792501000,11895332.303728579000000,-71.227029825442585,45.450046541158493
190,FWS 56_2_7_na,60643.440216384333000,12002982.780485641000000,-70.853729389798090,45.450052259980353
191,FWS 56_3_3_na,58975.334121143263000,11669362.821941974000000,-73.124574569090782,45.733339307994491
192,FWS 56_3_4_na,60297.511893479248000,11933797.599396957000000,-72.753764148626445,45.733335496797210
193,FWS 56_3_5_na,59510.451657068865000,11776385.107602231000000,-72.381254202026199,45.733335496777229
194,FWS 56_3_6_na,59778.005475344456000,11829895.899827698000000,-72.010394098953725,45.733339311447942
195,FWS 56_3_7_na,59241.086922080634000,11722509.507817456000000,-71.640389411595891,45.733339310627855
196,FWS 56_3_8_na,60047.369020903650000,11883769.153286748000000,-71.269529359407926,45.733339311489850
197,FWS 56_3_9_na,60296.009326238775000,11933496.618839998000000,-70.895319126342187,45.733339308101158
198,FWS 56_4_1_na,60383.844393168671000,11951058.351061368000000,-73.435424721260631,46.083341596603660
199,FWS 56_4_2_na,60131.953205198071000,11900685.861202981000000,-73.057919507032366,46.083335878185949
200,FWS 56_4_3_na,60383.854599844140000,11951066.198041566000000,-72.680414196051373,46.083330156809772
201,FWS 56_4_4_na,59866.337963758437000,11847562.472189326000000,-72.303758625150166,46.083335878718401
202,FWS 56_4_5_na,59086.191164871045000,11691532.241115814000000,-71.931254383999757,46.083341600561667
203,FWS 56_4_6_na,60650.945433491906000,12004485.409333428000000,-71.556240081568532,46.083341600013163
204,FWS 56_4_7_na,59866.334315053697000,11847563.732899323000000,-71.178730040589812,46.083341600453224
205,FWS 56_4_8_na,59866.334399939464000,11847563.519353464000000,-70.803730031282910,46.083341600589151
206,FWS 56_4_9_na,60136.715391889142000,11901639.319350004000000,-70.427865186127633,46.083341597170723
207,FWS 56_5_1_na,59823.666126847304000,11839029.174755143000000,-73.187919508604082,46.333335875339770
208,FWS 56_5_2_na,60337.873328605427000,11941869.792781148000000,-72.809564594416287,46.333330157020697
209,FWS 56_5_3_na,58783.399075487519000,11630972.987328108000000,-72.434555055421370,46.333330156534217
210,FWS 56_5_4_na,60849.698036512826000,12044234.788249299000000,-72.057899464935247,46.333335878913516
211,FWS 56_5_5_na,60337.859144008849000,11941862.372848565000000,-71.676244708820860,46.333341599977224
212,FWS 56_5_6_na,58783.395640281095000,11630970.418576822000000,-71.301235246892190,46.333335877707732
213,FWS 56_5_7_na,59560.639762041268000,11786423.731509188000000,-70.928725258660222,46.333330156699567
214,FWS 56_5_8_na,62157.163082116203000,12305728.563114991000000,-70.545365494232371,46.333330153292010
215,FWS 56_6_1_na,59171.142046056149000,11708524.509632017000000,-72.520354151050199,46.650030134959280
216,FWS 56_6_2_na,60961.190289567545000,12066532.289808095000000,-72.139549257434936,46.650030138733534
217,FWS 56_6_3_na,59941.718965041808000,11862638.562464099000000,-71.756249420106258,46.650026324018441
218,FWS 56_6_4_na,60979.755884562728000,12070244.748054992000000,-71.372889572949390,46.650026323348321
219,FWS 56_6_5_na,59941.722422718842000,11862641.161403358000000,-70.989529636429410,46.650026323723026
220,FWS 56_6_6_na,60453.080731687049000,11964911.201853303000000,-70.607875016830661,46.650026320227155
221,FWS 56_7_1_na,60090.835463630116000,11892463.129268289000000,-70.849533921413638,46.950021742504013
222,FWS 56_7_2_na,59308.196690951954000,11735935.605637684000000,-70.468674686794458,46.950025560866202
223,FWS 56_7_3_na,62132.001124963048000,12300694.514619483000000,-70.081164523485938,46.950025557557652
224,FWS 56_8_1_na,58971.511253382625000,11668597.844797283000000,-70.052003754060792,47.233320235245429
225,FWS 56_8_2_na,59718.562269727081000,11818007.392309062000000,-69.671144642470850,47.233320235337054
226,FWS 56_9_1_na,58563.859998739274000,11587068.760662908000000,-69.685339946068197,47.550020213318113
227,FWS 56_10_1_na,59408.877096322030000,11756071.151215455000000,-68.976129692702855,47.883325575735562
228,FWS 56_10_2_na,58402.972492234701000,11554890.193608530000000,-69.359484574221725,47.883321761402904
229,FWS 57_1_1_na,58610.476394260273000,11596392.181778897000000,-79.710409189609962,50.500089649462090
230,FWS 57_1_2_na,57953.017092358867000,11464898.189579966000000,-80.112749074169685,50.500089648930313
231,FWS 57_1_3_na,59652.346889186811000,11804765.100146268000000,-80.518764484221379,50.500089649832702
232,FWS 57_1_4_na,59086.804745957714000,11691654.765580738000000,-80.928779609935646,50.500089649577248
233,FWS 57_1_5_na,59651.000297707309000,11804494.868231317000000,-81.338789948033764,50.500085835091362
234,FWS 57_1_6_na,59086.826686684464000,11691661.562251018000000,-81.748800311015188,50.500076298617834
235,FWS 57_1_7_na,59368.802302298405000,11748057.000798706000000,-82.157815001381564,50.500064854476335
236,FWS 57_1_8_na,58519.955333283811000,11578288.338480165000000,-82.564829856433320,50.500059132136052
237,FWS 57_1_9_na,67307.215213970878000,13335737.936557667000000,-82.999849336122139,50.500059133852147
238,FWS 57_1_10_na,59935.973791782242000,11861490.388584781000000,-83.439864172989346,50.500059132499210
239,FWS 57_1_11_na,58375.324886597606000,11549361.094566487000000,-83.848369616237051,50.500059132299512
240,FWS 57_1_12_na,58376.678984850339000,11549631.522831101000000,-84.251374258137744,50.500055317286225
241,FWS 57_1_13_na,58660.266390268036000,11606348.382153660000000,-84.655384064774111,50.500051502699421
242,FWS 57_1_14_na,59227.160545878702000,11719725.319411747000000,-85.062394144922749,50.500051502776167
243,FWS 57_1_15_na,57953.067253296176000,11464908.632623229000000,-85.466909250182795,50.500051498510928
244,FWS 57_2_1_na,58789.104326301938000,11632114.387340387000000,-79.709588490318481,51.167101665498365
245,FWS 57_2_2_na,58321.805399173885000,11538652.158954471000000,-80.120244003066873,51.167100910118457
246,FWS 57_2_3_na,59440.827533154268000,11762461.785729501000000,-80.533264165746502,51.167091374398396
247,FWS 57_2_4_na,57765.128369258382000,11427320.827581430000000,-80.944289202488051,51.167076115536737
248,FWS 57_2_5_na,59856.539863044018000,11845604.811741555000000,-81.356803896457450,51.167060856976974
249,FWS 57_2_6_na,57065.018948606557000,11287300.372093800000000,-81.766809481826101,51.167051319541315
250,FWS 57_2_7_na,59298.515479333058000,11733997.425391814000000,-82.174815211488522,51.167051319929669
251,FWS 57_2_8_na,58320.279478934455000,11538350.993161842000000,-82.587319399109347,51.167051319916801
252,FWS 57_2_9_na,58182.432088592701000,11510782.181223553000000,-82.995823883589139,51.167051319821219
253,FWS 57_2_10_na,59438.224752509275000,11761939.768747188000000,-83.408334747633418,51.167051319871142
254,FWS 57_2_11_na,58182.165428049608000,11510728.078370959000000,-83.820844670025807,51.167051319776512
255,FWS 57_2_12_na,58182.428902360043000,11510779.622688491000000,-84.228854189598138,51.167051319605648
256,FWS 57_2_13_na,58741.800886949968000,11622654.191744642000000,-84.638869284673845,51.167051319738540
257,FWS 57_2_14_na,57763.831005234839000,11427061.116420591000000,-85.047384260835216,51.167051319676276
258,FWS 57_2_15_na,58881.510459762743000,11650596.880053207000000,-85.456399759931841,51.167051315974824
259,FWS 57_3_1_na,59201.190838847870000,11714534.005094344000000,-80.955844102086118,51.833330155173215
260,FWS 57_3_2_na,59608.954142286246000,11796086.359562976000000,-81.379339214431823,51.833330159979539
261,FWS 57_3_3_na,59610.267502256451000,11796349.068000894000000,-81.804324166202619,51.833330159814800
262,FWS 57_3_4_na,59613.148201328862000,11796922.877904421000000,-82.229324363876216,51.833330159801442
263,FWS 57_3_5_na,59589.577836751509000,11792211.631331664000000,-82.654249216288591,51.833330159684891
264,FWS 57_3_6_na,58396.666567361077000,11553629.412916569000000,-83.074744239889100,51.833330159403239
265,FWS 57_3_7_na,59613.147509960225000,11796924.814910879000000,-83.495325115642274,51.833330159394819
266,FWS 57_3_8_na,59202.503023585421000,11714795.181646725000000,-83.918840427999214,51.833330159520450
267,FWS 57_3_9_na,58927.777341856454000,11659850.378753979000000,-84.339859947940184,51.833330159248696
268,FWS 57_3_10_na,59613.144483995966000,11796925.086293651000000,-84.762374863817811,51.833330159857560
269,FWS 57_3_11_na,58514.513904501015000,11577197.618328175000000,-85.183384726615799,51.833330155065241
270,FWS 57_4_1_na,59749.244390149724000,11824145.137502160000000,-81.863309127793087,52.500076295343455
271,FWS 57_4_2_na,57586.475603732200000,11391587.371959979000000,-82.288304337555289,52.500070577228414
272,FWS 57_4_3_na,59749.260558797978000,11824147.519479239000000,-82.713299786765006,52.500064855378241
273,FWS 57_4_4_na,57993.074704583123000,11472910.582635779000000,-83.139800100994677,52.500059133244434
274,FWS 57_4_5_na,57589.067305492899000,11392109.595921790000000,-83.558304812994109,52.500059133464525
275,FWS 57_4_6_na,59750.556190543379000,11824407.223005835000000,-83.983314527687000,52.500059133700276
276,FWS 57_4_7_na,59076.521563243667000,11689594.642404357000000,-84.413829760554947,52.500059132616165
277,FWS 57_4_8_na,58265.930828174925000,11527480.506146267000000,-84.838850012357497,52.500059132908007
278,FWS 57_4_9_na,55292.561539474329000,10932806.041402023000000,-85.249864422623546,52.500059128410015
279,FWS 58_5_1_na,59055.625595550409000,11685419.599234086000000,-82.999769201357580,53.071213146413733
280,FWS 58_5_2_na,60207.056938671296000,11915705.698243190000000,-82.999759674748049,53.331719664209153
281,FWS 58_5_3_na,58216.551300313236000,11517607.210045544000000,-82.999759674372285,53.590206087672343
282,FWS 58_5_4_na,58473.124592137166000,11568919.320673287000000,-82.999759673844252,53.844707615206964
283,FWS 58_5_5_na,56253.202400860282000,11124933.010148117000000,-82.999754900752293,54.094701577433270
284,FWS 58_5_6_na,60321.825484864152000,11938660.074226836000000,-82.999750137976847,54.348722178323115
285,FWS 58_5_7_na,59225.838162402484000,11719459.572817452000000,-82.999754911692591,54.609217524970958
286,FWS 58_5_8_na,60151.774099981201000,11904648.971542340000000,-82.999759673831761,54.869223458927785
287,FWS 58_5_9_na,50108.035664155563000,9895903.679520009100000,-82.999759674350315,55.108793028469165
288,FWS 58_6_1_na,59278.516716008824000,11729997.016369119000000,-84.499830246176842,53.062703636901873
289,FWS 58_6_2_na,59087.431639568116000,11691778.841452723000000,-84.499824518574215,53.321208438832201
290,FWS 58_6_3_na,58890.230133383135000,11652338.163538272000000,-84.499818802895831,53.578713756104300
291,FWS 58_6_4_na,60265.572575411323000,11927406.190207098000000,-84.499814028292974,53.838721726966156
292,FWS 58_6_5_na,59620.821508599278000,11798458.323031055000000,-84.499809265802085,54.100218832190144
293,FWS 58_6_6_na,59649.667293322855000,11804229.044819707000000,-84.499809265762408,54.360220135873085
294,FWS 58_6_7_na,58102.911630412898000,11494876.253308801000000,-84.499809265650612,54.616713553371383
295,FWS 58_6_8_na,59030.401461342139000,11680374.202524137000000,-84.499809265972189,54.871724005639273
296,FWS 58_6_9_na,54041.228651027457000,10682539.956475018000000,-84.499809265869857,55.117565444441951
297,FWS 59_1_1_na,58991.477178964575000,11672585.576795552000000,-86.224999772891479,54.533330916559137
